Student_ID,Age,Gender,Attendance_%,Study_Hours_per_Day,Assignments_Completed,Previous_Semester_Marks,Internal_Assessment_Marks,Class_Participation,Discipline_Score,Internet_Access,Parental_Education,Family_Income,Sleep_Hours,Extra_Curricular_Activities,Screen_Time_Hours,Tuition,Stress_Level,Learning_Style,Performance_Category,Pass_Fail,Final_Grade
STU1037,24,Female,54.941197726406244,4.006650130292816,7,52.22629238410346,85.82988932126933,3,10,Limited,High School,Very High,4.938059335541985,3,5.369664420611253,Partial,7,Visual,Poor,Fail,36.233516414482196
STU1038,17,Female,96.35184596954572,7.225471319305118,7,60.06163947002909,58.261833932443146,3,6,Yes,Bachelor,Medium,9.702105631970127,3,2.4361840468039473,Yes,9,Kinesthetic,Poor,Fail,35.88481553514386
STU1039,24,Male,88.55475020520896,7.51884767115091,1,81.73107027776447,74.12243830072457,6,2,No,Master,Low,5.360123902316301,2,8.068681616792727,Yes,9,Reading,Poor,Fail,36.60169147721428
STU1040,20,Female,89.23753558403168,1.3081676095796713,5,73.81989544472054,78.69245287656712,3,4,No,PhD,High,4.1350225448578435,3,9.803367131732303,Yes,3,Reading,Poor,Fail,24.48959740960599
STU1041,17,Female,51.711628856555535,6.82330336211828,10,82.35876635312283,69.04421543824847,6,6,Limited,High School,Low,5.6397376525329275,4,4.799650807340104,Partial,10,Kinesthetic,Poor,Fail,23.562265810449503
STU1042,19,Other,48.597759485856066,3.853777632106408,7,79.90815827501855,48.17730018939411,3,5,No,PhD,Medium,4.5420132193902845,0,2.7944139552445186,No,4,Kinesthetic,Poor,Fail,26.159148528360976
STU1043,22,Female,41.56177298902809,3.6266357705390746,9,87.05507453260452,30.551638642211447,9,1,Yes,High School,Very High,6.785813368851004,3,0.29308522720936026,Yes,7,Visual,Poor,Fail,32.07976810270016
STU1044,23,Other,54.2224905351208,6.279514787876545,7,44.118297179469906,71.80308356236014,7,7,Yes,PhD,High,4.1208673088181875,0,10.418471287984023,No,2,Kinesthetic,At Risk,Fail,13.5826314308581
STU1045,18,Other,86.45142950285948,0.7451240723590127,6,99.65860996313108,81.49570654499198,4,8,No,Bachelor,High,10.539335028316032,3,5.373884160132826,Partial,1,Reading,At Risk,Fail,5.6289602077023595
STU1046,16,Other,54.40230512584898,7.059945019353172,2,63.303931491009614,35.186169492316935,1,8,Yes,High School,High,10.01977927841995,2,10.65692852291964,No,1,Visual,Poor,Fail,25.097931674737882
STU1047,19,Male,83.74619701569257,5.366906836380918,10,80.27630566566094,59.589337526518506,8,8,Limited,High School,Medium,5.762750734289915,0,8.454916842711219,Yes,5,Reading,Poor,Fail,23.75774054418067
STU1048,17,Other,55.11449592204529,7.002092861263983,3,77.44251141009252,51.779630782956346,8,1,Limited,High School,Low,7.679342477097439,0,5.932778614439005,No,7,Visual,Average,Pass,51.1716030561929
STU1049,23,Female,63.7175498770403,7.955820621660982,0,69.63050592319199,36.456246042025306,0,9,Limited,PhD,Very High,10.69531317385766,0,8.385184154032325,Partial,7,Visual,Poor,Fail,19.78817764351171
STU1050,19,Male,98.98973739468451,4.144035618858027,8,99.70713530241073,39.62505198894695,4,2,Yes,Bachelor,Very High,11.3611985571927,5,3.7335784528550855,Partial,6,Kinesthetic,Poor,Fail,28.53675444543131
STU1051,17,Male,54.688703877048134,0.7460975832714318,9,45.21210947458206,39.01393186621409,2,3,Limited,Bachelor,Very High,3.819784940152314,5,2.3675082925279813,No,5,Visual,At Risk,Fail,6.020554014599552
STU1052,21,Male,62.58223763789606,1.332190903447092,9,59.52102070953197,53.51447635946919,9,1,No,High School,Medium,9.498185224809664,0,1.8079523769535664,Yes,5,Reading,Poor,Fail,28.802319933907647
STU1053,21,Male,58.06523082791282,2.5889459404344795,1,38.94113914578024,51.23695346654192,10,5,Yes,Bachelor,Medium,4.2191343772301915,3,11.006231756703702,Yes,2,Visual,At Risk,Fail,10.96192020216021
STU1054,19,Male,46.577499179800135,0.8284235370776765,9,42.728483038778464,64.33429857814178,4,6,No,PhD,Low,3.180303318753128,5,8.931354762756008,No,6,Visual,Poor,Fail,26.864218269488802
STU1055,21,Male,69.39364852784949,6.522734609102159,6,79.90748445037366,27.456855189010867,3,8,Limited,PhD,Medium,3.710500758437189,0,11.233537086400077,Yes,7,Reading,Poor,Fail,14.584979689031204
STU1056,17,Male,62.72143979998013,2.3749428082621478,7,30.338987513429604,66.50002687234095,2,0,Yes,High School,Medium,8.182921665434403,5,9.165329855613106,Partial,7,Auditory,At Risk,Fail,20.33729917417819
STU1057,17,Other,81.6932251484368,7.807089504158922,3,92.28744559587554,21.74768706318499,6,6,Yes,Master,Medium,6.394042744046663,2,4.634759708428807,Partial,8,Visual,Poor,Fail,40.272951939006475
STU1058,19,Female,89.05567281709277,5.6207314554548455,10,74.32291382880561,40.59001026722568,4,4,No,Master,Low,4.068075367638493,5,11.255121891086722,Partial,8,Reading,Average,Pass,55.009058020443405
STU1059,23,Female,72.65498286973832,1.387442962044461,10,60.8633537601431,60.17104111835656,0,2,No,High School,Low,7.268940598024666,2,7.0564042603571355,Yes,1,Visual,Poor,Fail,38.229460337119406
STU1060,22,Other,41.93178532524021,3.808341175551522,9,53.195277507284786,74.95490427077257,3,10,No,PhD,Very High,7.574080003679081,4,11.221685571005658,Yes,9,Kinesthetic,Poor,Fail,34.73904028991642
STU1061,24,Other,77.1353413740833,3.735073773066569,0,38.839183401994134,81.70124988916777,0,4,No,Master,High,10.086554708609476,5,2.5412080994967585,Yes,8,Auditory,Average,Pass,46.87734443126452
STU1062,23,Male,43.32344380125635,3.940093266669071,4,94.50938105177127,22.844905301310447,2,5,Yes,Master,Very High,8.97295769557953,2,4.471171481060454,Yes,5,Auditory,At Risk,Fail,12.697509067776338
STU1063,20,Male,76.98137941594149,4.285529365143485,9,79.86256275246824,62.99895103735952,10,3,Limited,Master,Low,7.19369988986657,3,4.500769461331508,Yes,2,Reading,Average,Pass,54.02610770290096
STU1064,17,Other,81.1017969561513,0.24938465854184688,9,53.547509924822876,48.354927401809945,9,9,No,High School,Low,5.919027133587511,2,0.06849039706802351,Partial,9,Auditory,Poor,Fail,20.07421945471887
STU1065,20,Male,51.8660576570511,5.490409005948988,5,34.965532560843435,75.59271362306092,9,8,Yes,PhD,Very High,3.018076901058981,1,8.30276601471717,Partial,1,Kinesthetic,At Risk,Fail,17.681558828851955
STU1066,23,Female,89.16076892330626,3.897534202307546,6,52.79779820787124,42.70238096893073,4,0,No,Bachelor,Very High,10.488375760416663,0,10.775822528077166,Yes,7,Reading,Poor,Fail,39.32884024154537
STU1067,24,Female,94.66510789444291,6.327723190949592,0,42.92440063663584,79.49789037019603,5,9,Limited,High School,Very High,5.402868569680495,2,11.017007075319427,Yes,4,Visual,Poor,Fail,17.50759446272616
STU1068,24,Male,88.78521784682917,6.5227965860834445,3,85.03913192618464,68.17895262693273,10,5,Limited,High School,High,4.918967193450973,3,9.564317734539856,No,3,Kinesthetic,Poor,Fail,25.760393433911602
STU1069,16,Male,58.30655141272493,1.8442809759337395,4,80.37190793294518,83.17379069740804,0,9,No,PhD,High,9.611407366645373,5,3.052224713156369,Partial,5,Auditory,Poor,Fail,26.145550414902456
STU1070,24,Male,75.19858074673806,0.3873835714142224,4,64.87124391260475,98.75151664570632,9,10,No,PhD,Medium,3.6448437109003677,2,4.62059784736563,Partial,7,Reading,Average,Pass,41.99150931888057
STU1071,22,Female,94.88890895147367,5.625870848898581,6,92.00887721637059,92.68687817313335,8,10,Yes,Bachelor,High,5.363567312235081,3,3.9721204082127346,No,7,Reading,Average,Pass,41.86187512605219
STU1072,24,Male,59.239883573370996,7.822102307710995,3,42.64764816973588,67.46321558769739,8,10,Yes,High School,Low,6.9155254651323474,1,5.392092642749516,No,9,Auditory,Poor,Fail,38.972625654203604
STU1073,23,Other,89.2016693359255,3.5732638926472085,9,61.63759098034461,91.50097419263797,0,1,Yes,High School,High,6.97424480653307,0,5.470615052090996,No,9,Reading,Poor,Fail,22.196971113808278
STU1074,16,Male,40.56850787570179,2.0769024767487663,6,79.74342127748844,32.247185028384344,6,6,No,High School,Low,4.420630722993083,5,10.686157414879284,Partial,2,Kinesthetic,Poor,Fail,23.499599483836217
STU1075,23,Other,40.218802167080575,1.2533751566678477,7,34.74616448030754,23.442812553755886,3,8,No,Master,Medium,3.361087757901802,1,1.2563649495830047,Partial,6,Auditory,Poor,Fail,41.69867002864957
STU1076,23,Male,85.58269962033805,2.2995647791246805,1,56.08741526262976,62.65065999228915,1,5,No,PhD,Medium,7.234804661123506,1,9.088404266081833,Partial,1,Kinesthetic,Poor,Fail,34.32055039359288
STU1077,18,Male,85.68685492762727,2.6233564109715983,0,70.01653615275262,97.94958209110885,10,10,Limited,High School,Very High,6.217176826510276,5,6.892170041910989,Yes,8,Reading,At Risk,Fail,0.4356891999163812
STU1078,16,Female,87.33863127113763,3.390997947475716,9,55.67624771159166,76.77891579535259,10,10,Limited,High School,High,5.563644121570132,4,8.253467643222166,Partial,1,Auditory,Poor,Fail,35.169300353664426
STU1079,23,Other,95.80161027328974,5.243256985716692,9,63.61392924909256,44.4113922866905,1,9,No,Bachelor,Medium,5.435659763627712,0,10.721402200898325,Partial,4,Visual,Poor,Fail,27.892234519446873
STU1080,18,Other,47.07437870921705,2.1853044486418165,0,72.56828445569502,73.5017082245688,5,10,Yes,Master,High,7.537591171525126,1,11.294103343620892,Yes,5,Kinesthetic,Poor,Fail,23.332817707299014
STU1081,18,Other,53.9190990990213,0.40781410774940774,0,55.78734299257095,23.192617048376132,5,8,Yes,Master,High,3.1949883031120585,1,0.1254370655191468,Yes,4,Reading,At Risk,Fail,0.0
STU1082,16,Female,94.22349522242845,2.9862288925817566,8,37.42100491457278,57.64956965283879,4,10,No,High School,Medium,3.9547407996757973,5,10.246137591772664,No,1,Kinesthetic,Poor,Fail,22.997165785927717
STU1083,20,Other,50.634171866341205,6.845036929272606,3,39.76111481394926,38.98045467306632,2,7,Yes,Master,Medium,5.926836762541991,0,2.179086250405411,Yes,5,Kinesthetic,Poor,Fail,29.99649675081691
STU1084,22,Female,80.93375605459504,3.9868120868150703,8,66.89027786879379,23.935852124978496,10,4,No,Master,Low,7.318329917415164,1,1.8651014506385497,Partial,6,Kinesthetic,Poor,Fail,37.74138012396368
STU1085,24,Male,71.82778000244892,7.7182700619632785,6,42.23180179423281,39.992830456494836,6,7,Limited,Bachelor,High,9.244445566833967,2,10.905933785369403,Partial,9,Visual,Poor,Fail,31.67327735467203
STU1086,22,Male,44.99162061109043,4.028972248709854,6,92.28835705007278,77.79683450622146,2,4,Yes,Bachelor,Medium,5.637962798406965,2,11.293569315933544,No,5,Reading,Poor,Fail,41.10431157048849
STU1087,24,Other,57.11581971649197,2.2071905353747825,1,88.39299795866782,64.09510258134085,10,7,Limited,Master,Medium,9.003404402295587,2,4.750542895827365,Yes,10,Kinesthetic,Poor,Fail,18.030973648024354
STU1088,23,Male,71.22233298645807,1.5465119779617167,1,54.43224483042108,21.874791862996403,6,6,Limited,Bachelor,Medium,6.48435048509999,0,0.7342371642158985,Partial,1,Reading,Poor,Fail,22.510666852944393
STU1089,17,Male,91.14100700103005,5.556195974284611,4,88.16910203964508,52.77902025231968,1,4,No,High School,Very High,9.972484514433006,2,9.7671182471991,Partial,4,Reading,Poor,Fail,15.496861069380188
STU1090,16,Other,82.45230937688042,4.291050286219491,9,67.32314812387665,80.17368836268734,7,7,Limited,Bachelor,Low,7.325569540260228,1,10.15448584623421,Partial,5,Reading,Poor,Fail,40.89750837703708
STU1091,22,Male,77.31298968729598,4.831991431963532,0,41.13356500220588,96.3683754850681,1,5,Yes,PhD,Low,7.872513462578014,2,2.515393915461367,Partial,8,Kinesthetic,At Risk,Fail,24.678162272826377
STU1092,22,Other,69.76197339648489,6.041014314673049,6,72.99482981789265,89.94860566872275,1,6,No,High School,Medium,6.91563267979657,5,11.792722212659177,Yes,8,Kinesthetic,Poor,Fail,12.144410403485246
STU1093,23,Other,57.92103902884806,5.8072277141191435,10,77.56157820514846,20.1215800983978,3,10,No,Bachelor,Medium,4.196034831251826,4,9.423831673841999,No,4,Auditory,Average,Pass,40.269188960536624
STU1094,20,Male,47.15469467915567,0.34690640134581585,6,35.8724104929111,37.49615976214563,9,4,Yes,Master,Medium,4.540504093616862,5,5.363278046590389,Yes,9,Reading,Poor,Fail,16.125104572363966
STU1095,18,Male,64.54456207396574,6.420575242360226,10,52.01171632954267,36.61895073935085,0,7,Limited,High School,Medium,6.604451166143483,0,5.438061446699833,No,4,Reading,Poor,Fail,36.74614660385157
STU1096,23,Male,41.711109634677555,4.261626456413691,7,30.376879132834326,53.0475704022194,10,10,No,Bachelor,High,3.8893756574787965,3,4.074814874116022,No,9,Visual,At Risk,Fail,16.47920386968187
STU1097,21,Male,52.66335335601104,3.133668246518181,6,52.15001623492884,71.66036516338727,6,7,No,PhD,Low,4.2617232555765945,2,8.916353128737889,Yes,1,Auditory,Poor,Fail,33.75859106660829
STU1098,18,Male,65.94900255235959,4.300155410144563,7,53.48117330434741,32.245524870501015,1,0,No,Bachelor,Low,8.613615986040287,4,7.427070699973633,Partial,5,Reading,Poor,Fail,22.96281769688342
STU1099,16,Female,65.1163111403149,4.8996115876586,2,74.11460387453593,93.2542955204365,5,7,Yes,High School,Very High,8.699175206418905,2,9.364253685459088,Partial,10,Kinesthetic,Poor,Fail,25.154957073551497
STU1100,18,Male,42.65772585981954,1.1960504789903759,2,43.93302957544155,82.16935318571508,4,9,Yes,Bachelor,Very High,4.146928644362118,3,6.442045383868646,No,3,Reading,At Risk,Fail,21.525095818294112
STU1101,20,Female,75.34360921151747,3.33932316261156,7,32.10636907094548,53.546554986211454,4,7,No,PhD,Low,10.684366340057132,3,0.6269321911863148,No,5,Visual,Average,Pass,36.92349923618844
STU1102,18,Other,72.98105535119417,2.6846896815054704,8,52.0944173445297,66.71947810193535,3,6,No,PhD,Very High,10.710530389827179,4,10.509584382904098,Yes,10,Reading,Poor,Fail,22.455440094676245
STU1103,16,Male,44.68625824125477,2.8032715585443073,9,87.79336823812467,63.34416042259518,4,5,Yes,Master,Very High,6.417564323756189,5,5.429917634431719,No,5,Visual,Poor,Fail,26.533677734776546
STU1104,20,Male,96.58978314762635,0.7306795072584658,3,57.94016438904782,66.57840445416616,10,10,Limited,High School,Very High,7.481650937594896,3,8.735891966733387,Partial,5,Kinesthetic,Poor,Fail,25.325498125610594
STU1105,22,Male,45.96296673705161,1.2787479040018432,7,59.05656388838139,88.80922029996547,8,9,No,PhD,Very High,10.213912644099437,2,3.0173606200081453,No,1,Auditory,Poor,Fail,33.28293049543303
STU1106,22,Other,91.29004907424016,1.294656540689771,0,62.83192939926216,36.009571156053866,0,2,Yes,PhD,High,9.864363367486334,4,3.087036362660581,Yes,10,Kinesthetic,Poor,Fail,27.21659436866261
STU1107,24,Female,40.018583914900354,2.9857979457731822,1,82.62521815669905,74.69711749406824,1,6,Limited,PhD,Very High,6.2647324724783715,4,4.385723233140666,Partial,4,Reading,At Risk,Fail,13.84640999203264
STU1108,18,Female,92.93686570272298,7.155932358998332,9,63.60174246650003,28.562624010998896,6,10,Limited,Master,Low,5.853877790076389,1,4.125814392211329,No,1,Auditory,Poor,Fail,18.87087566707901
STU1109,22,Male,41.18318393225876,1.6482189753675414,9,36.38979267757477,56.733117983123506,8,3,Yes,High School,Low,8.979080098806744,0,3.3517059754903644,No,5,Visual,Average,Pass,50.562231890113644
STU1110,16,Male,85.46872191352696,3.3295400613984363,9,44.44798597197547,70.8671095158804,2,7,No,PhD,Very High,6.2716775263240505,3,3.8487290672623415,Partial,5,Auditory,At Risk,Fail,14.510839752927565
STU1111,19,Male,61.701448678015176,2.492875322393103,8,43.152815689480256,21.000132891742744,5,10,Yes,High School,High,9.205058527429028,1,1.676113998505023,Yes,9,Reading,At Risk,Fail,10.542129238234601
STU1112,19,Male,84.29300800817919,6.299066500410705,1,65.55043228830351,28.645301120587447,4,4,Yes,PhD,Very High,4.166632928715619,2,0.15505258471868233,Yes,5,Visual,Poor,Fail,41.817646137342024
STU1113,20,Other,64.10471232549871,0.4010114585665292,1,32.095062554565764,27.301341553981786,8,2,Limited,PhD,Low,9.048351056491711,0,11.71600138738008,No,9,Auditory,At Risk,Fail,1.8070471561815549
STU1114,22,Male,44.254475339910506,1.5723471642871232,7,49.85316259589345,49.975408608091584,8,5,No,High School,Very High,10.066314666029122,5,0.8939998007918888,Partial,4,Reading,Average,Pass,43.68076145729282
STU1115,22,Other,86.05040172372185,1.685132338838355,4,72.50364587302181,69.76071655027582,9,5,Limited,High School,Medium,11.141443647063918,2,4.248310842576672,No,8,Reading,Poor,Fail,22.636866096295435
STU1116,19,Male,44.2751611192819,7.94370240250585,4,54.82554728721212,99.67720243725088,2,5,Yes,Master,Medium,7.105646590072997,1,10.024195908839282,Yes,6,Visual,Poor,Fail,34.27423640095942
STU1117,22,Female,95.32722615767307,4.566200143730429,10,79.53985108931752,40.32631082733734,9,7,Yes,Master,Medium,8.042736511843563,1,0.04884112553686659,No,9,Visual,Poor,Fail,32.75835639906403
STU1118,18,Female,43.05844214749968,1.1116661150681457,5,57.38549357997533,30.87676251932716,9,0,No,High School,Very High,5.600192405146842,1,9.358358275096661,Partial,10,Auditory,At Risk,Fail,1.5324773997550247
STU1119,21,Male,68.75951666629092,2.1775931142125238,7,98.5480269864445,53.1810118710095,1,9,Yes,High School,Very High,4.354447605381542,0,5.038003288073844,Partial,7,Reading,At Risk,Fail,11.967186759546948
STU1120,17,Male,83.38206585104774,1.342576752983394,7,97.57494009408201,31.67803461347651,9,0,Yes,Master,High,4.557988123675821,0,2.563883578733839,Partial,9,Visual,Poor,Fail,23.149939042956355
STU1121,24,Other,63.594787887522266,0.9968365569555839,8,85.9888500125214,21.9635634078743,3,9,Limited,High School,High,10.601161670047807,5,1.8087271247924468,Yes,1,Visual,Poor,Fail,34.068759775981455
STU1122,20,Male,53.03400847554608,6.37745622726314,9,96.80733696360578,65.11672471906527,8,6,No,High School,Low,7.87326859980107,5,10.019043256979405,Partial,10,Reading,At Risk,Fail,27.76861343268655
STU1123,21,Male,85.54545768376163,3.966021029282839,10,44.33447691323641,90.36580105807262,2,10,Yes,Master,Low,6.386790992286552,1,3.447804185410489,Yes,5,Visual,Poor,Fail,28.84024747679885
STU1124,19,Male,87.05768228732359,5.049681094790251,2,82.56462160574381,88.86800840965526,3,2,No,Master,Medium,10.775549675266179,3,5.69697614168801,No,3,Reading,Poor,Fail,29.391974844569106
STU1125,22,Female,95.36169903726204,2.6500099759359683,8,52.51610433236199,28.06308582548599,1,7,No,Master,High,4.0241994465754285,5,4.295412473302262,No,8,Reading,At Risk,Fail,9.71323052336703
STU1126,24,Other,62.56990662586466,4.429560688538635,10,80.77060232600466,31.79815322383096,0,2,Limited,PhD,Low,8.348085052852111,5,10.411524334192013,Yes,9,Reading,At Risk,Fail,0.0
STU1127,22,Female,70.37510406983961,2.060552260189577,2,56.17254231432395,59.289679452669894,4,5,Limited,Bachelor,Very High,10.116759598816117,4,1.7219687701774329,Yes,7,Visual,Poor,Fail,25.333418222599366
STU1128,16,Other,61.78770657076432,2.4642901994258786,0,50.25944618209299,49.417321611075295,3,0,Yes,PhD,Very High,4.12425918554454,3,11.80497815783795,Yes,5,Auditory,At Risk,Fail,0.0
STU1129,16,Female,55.42490931108209,5.217903554933864,10,97.1156566655162,76.24596342145517,9,1,Yes,High School,Medium,4.084930718943942,1,0.2290389544452629,No,8,Auditory,Poor,Fail,37.735419555114746
STU1130,24,Male,85.0619776922565,1.202801007353842,4,44.69198092290867,59.59528001695345,1,6,No,Master,Very High,3.3003651443706588,3,2.390513537973382,No,4,Auditory,At Risk,Fail,21.13296759817056
